Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9)",4.57,0.0808,2.7277,0.0792,1.9610,1.58,1.01,0.55,0.33,-0.66,-0.46,-0.81,-1.39,-2.68,-0.11,98.47,52.57,0.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24)",4.57,0.0808,2.7277,0.0792,1.9610,1.58,1.01,0.55,0.33,-0.66,-0.46,-0.81,-1.39,-2.68,-0.11,98.47,52.57,0.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",5.30,0.0931,3.1783,0.0820,1.9561,1.64,1.49,0.62,0.43,0.05,-1.07,-0.95,-1.63,-3.44,0.69,99.61,52.36,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",5.30,0.0931,3.1783,0.0820,1.9561,1.64,1.49,0.62,0.43,0.05,-1.07,-0.95,-1.63,-3.44,0.69,99.61,52.36,0.27,1.00,100.00
IQS Decile,3.06,0.0703,2.0311,0.1030,1.9516,2.24,0.98,0.80,0.77,-0.07,-0.20,-0.72,-0.93,-1.23,-0.84,83.04,58.37,2.11,10.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30)",5.25,0.0881,3.0114,0.0792,1.9472,2.16,0.81,0.58,-0.31,-0.18,-0.32,-0.97,-1.21,-3.44,#N/A,100.00,52.56,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30)",5.25,0.0881,3.0114,0.0792,1.9472,2.16,0.81,0.58,-0.31,-0.18,-0.32,-0.97,-1.21,-3.44,#N/A,100.00,52.56,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",5.10,0.0965,3.2953,0.0840,1.9379,1.83,1.42,0.98,0.26,-0.07,-0.93,-1.32,-1.73,-3.25,0.69,99.61,52.31,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW36)",5.10,0.0965,3.2953,0.0840,1.9379,1.83,1.42,0.98,0.26,-0.07,-0.93,-1.32,-1.73,-3.25,0.69,99.61,52.31,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",5.00,0.0872,2.9814,0.0831,1.9368,1.86,0.96,0.67,-0.41,-0.25,-0.08,-0.71,-1.67,-3.21,#N/A,100.00,52.31,0.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",5.00,0.0872,2.9814,0.0831,1.9368,1.86,0.96,0.67,-0.41,-0.25,-0.08,-0.71,-1.67,-3.21,#N/A,100.00,52.31,0.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30)",5.19,0.0844,2.8870,0.0843,1.9289,1.87,0.82,0.47,-0.22,-0.28,-0.20,-0.85,-1.02,-3.47,#N/A,100.00,52.64,0.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30)",5.19,0.0844,2.8870,0.0843,1.9289,1.87,0.82,0.47,-0.22,-0.28,-0.20,-0.85,-1.02,-3.47,#N/A,100.00,52.64,0.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",4.87,0.0860,2.9459,0.0868,1.9217,1.92,0.93,0.41,0.36,-0.78,-0.13,-0.74,-1.71,-3.10,#N/A,100.00,52.14,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",4.87,0.0860,2.9459,0.0868,1.9217,1.92,0.93,0.41,0.36,-0.78,-0.13,-0.74,-1.71,-3.10,#N/A,100.00,52.14,0.25,1.00,100.00
% Tgt Average,2.51,0.0458,1.4305,0.0696,1.9115,0.26,0.66,-0.20,0.40,-0.14,-0.28,-0.37,-1.15,-0.65,-1.23,86.65,9.58,5.69,-100.00,"5,156.01"
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW36)",4.49,0.0916,3.1225,0.0851,1.9081,1.57,1.37,0.83,0.46,-0.39,-0.85,-1.02,-2.07,-2.71,1.98,99.44,52.31,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW36)",4.49,0.0916,3.1225,0.0851,1.9081,1.57,1.37,0.83,0.46,-0.39,-0.85,-1.02,-2.07,-2.71,1.98,99.44,52.31,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30)",4.72,0.0825,2.8206,0.0821,1.9032,1.90,0.39,0.88,-0.01,-0.43,-0.16,-1.02,-1.44,-2.95,#N/A,100.00,52.37,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30)",4.72,0.0825,2.8206,0.0821,1.9032,1.90,0.39,0.88,-0.01,-0.43,-0.16,-1.02,-1.44,-2.95,#N/A,100.00,52.37,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",5.01,0.0927,3.1618,0.0795,1.8996,1.84,1.18,1.05,0.15,-0.30,-0.76,-0.71,-2.03,-3.18,0.69,99.61,52.35,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW36)",5.01,0.0927,3.1618,0.0795,1.8996,1.84,1.18,1.05,0.15,-0.30,-0.76,-0.71,-2.03,-3.18,0.69,99.61,52.35,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",5.23,0.0878,3.0081,0.0869,1.8975,1.56,1.24,0.45,0.40,-0.61,-0.35,-0.46,-1.57,-3.50,#N/A,100.00,52.13,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",5.23,0.0878,3.0081,0.0869,1.8975,1.56,1.24,0.45,0.40,-0.61,-0.35,-0.46,-1.57,-3.50,#N/A,100.00,52.13,0.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",5.22,0.0867,2.9661,0.0830,1.8906,2.06,0.85,0.61,-0.09,-0.13,-0.22,-1.09,-1.34,-3.44,#N/A,100.00,52.34,0.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",5.22,0.0867,2.9661,0.0830,1.8906,2.06,0.85,0.61,-0.09,-0.13,-0.22,-1.09,-1.34,-3.44,#N/A,100.00,52.34,0.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",5.68,0.0941,3.2279,0.0880,1.8870,1.96,1.71,0.09,-0.24,0.20,-0.57,-0.48,-1.54,-3.97,#N/A,100.00,52.46,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",5.68,0.0941,3.2279,0.0880,1.8870,1.96,1.71,0.09,-0.24,0.20,-0.57,-0.48,-1.54,-3.97,#N/A,100.00,52.46,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",4.72,0.0824,2.8142,0.0807,1.8711,1.85,1.06,0.34,-0.40,-0.13,-0.08,-0.96,-1.44,-3.00,#N/A,100.00,52.59,0.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30)",4.72,0.0824,2.8142,0.0807,1.8711,1.85,1.06,0.34,-0.40,-0.13,-0.08,-0.96,-1.44,-3.00,#N/A,100.00,52.59,0.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",5.12,0.0875,3.0020,0.0903,1.8573,1.99,0.93,0.38,0.31,-0.51,-0.51,-0.68,-1.27,-3.44,#N/A,100.00,52.16,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",5.12,0.0875,3.0020,0.0903,1.8573,1.99,0.93,0.38,0.31,-0.51,-0.51,-0.68,-1.27,-3.44,#N/A,100.00,52.16,0.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",5.70,0.0937,3.2174,0.0891,1.8552,1.86,1.55,0.28,0.46,-0.25,-0.74,-0.71,-1.23,-4.00,#N/A,100.00,52.19,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",5.70,0.0937,3.2174,0.0891,1.8552,1.86,1.55,0.28,0.46,-0.25,-0.74,-0.71,-1.23,-4.00,#N/A,100.00,52.19,0.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",4.95,0.0850,2.9079,0.0855,1.8521,2.04,1.15,0.54,-0.66,-0.39,-0.06,-0.57,-1.55,-3.25,#N/A,100.00,52.35,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30,ROW36)",4.95,0.0850,2.9079,0.0855,1.8521,2.04,1.15,0.54,-0.66,-0.39,-0.06,-0.57,-1.55,-3.25,#N/A,100.00,52.35,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.36,0.0919,3.1486,0.0859,1.8464,1.77,1.33,0.55,0.36,-0.54,0.03,-0.96,-1.69,-3.64,#N/A,100.00,52.17,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",5.36,0.0919,3.1486,0.0859,1.8464,1.77,1.33,0.55,0.36,-0.54,0.03,-0.96,-1.69,-3.64,#N/A,100.00,52.17,0.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",4.62,0.0823,2.8213,0.0882,1.8439,1.95,0.93,0.31,0.01,-0.24,-0.66,-0.71,-1.39,-2.99,#N/A,100.00,52.44,0.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30)",4.62,0.0823,2.8213,0.0882,1.8439,1.95,0.93,0.31,0.01,-0.24,-0.66,-0.71,-1.39,-2.99,#N/A,100.00,52.44,0.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",4.59,0.0883,3.0096,0.0831,1.8365,1.40,1.60,0.48,0.46,-0.32,-0.73,-0.67,-2.10,-2.87,1.98,99.44,52.37,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW36)",4.59,0.0883,3.0096,0.0831,1.8365,1.40,1.60,0.48,0.46,-0.32,-0.73,-0.67,-2.10,-2.87,1.98,99.44,52.37,0.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.38,0.0912,3.1224,0.0842,1.8206,2.24,1.21,0.24,-0.19,-0.19,-0.13,-0.64,-1.57,-3.68,#N/A,100.00,52.40,0.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",5.38,0.0912,3.1224,0.0842,1.8206,2.24,1.21,0.24,-0.19,-0.19,-0.13,-0.64,-1.57,-3.68,#N/A,100.00,52.40,0.26,1.00,100.00
IQS Rank,3.06,0.0719,2.0839,0.1025,1.8144,2.33,1.07,0.42,0.18,-0.44,0.15,-0.66,-1.35,-1.43,-0.84,83.04,"1,872.57",302.36,1.00,"4,000.00"
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30)",4.73,0.0818,2.8015,0.0871,1.7995,2.16,1.14,-0.11,-0.07,-0.51,-0.32,-0.99,-0.88,-3.16,#N/A,100.00,52.78,0.44,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30)",4.73,0.0818,2.8015,0.0871,1.7995,2.16,1.14,-0.11,-0.07,-0.51,-0.32,-0.99,-0.88,-3.16,#N/A,100.00,52.78,0.44,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",5.03,0.0856,2.9256,0.0810,1.7635,2.02,1.16,0.39,-0.30,-0.39,-0.03,-0.58,-1.51,-3.41,#N/A,100.00,52.62,0.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",5.03,0.0856,2.9256,0.0810,1.7635,2.02,1.16,0.39,-0.30,-0.39,-0.03,-0.58,-1.51,-3.41,#N/A,100.00,52.62,0.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30)",4.62,0.0820,2.8041,0.0866,1.7455,2.15,0.87,0.42,-0.07,-0.70,-0.70,-0.64,-0.96,-3.07,#N/A,100.00,52.70,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30)",4.62,0.0820,2.8041,0.0866,1.7455,2.15,0.87,0.42,-0.07,-0.70,-0.70,-0.64,-0.96,-3.07,#N/A,100.00,52.70,0.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",4.46,0.0803,2.7465,0.0840,1.7228,2.13,0.76,0.35,-0.16,-0.34,-0.08,-1.04,-1.39,-2.89,#N/A,100.00,52.39,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",4.46,0.0803,2.7465,0.0840,1.7228,2.13,0.76,0.35,-0.16,-0.34,-0.08,-1.04,-1.39,-2.89,#N/A,100.00,52.39,0.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",4.77,0.0786,2.6857,0.0823,1.6593,2.04,1.33,-0.16,-0.28,-0.47,-0.15,-0.50,-1.08,-3.29,#N/A,100.00,52.67,0.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30)",4.77,0.0786,2.6857,0.0823,1.6593,2.04,1.33,-0.16,-0.28,-0.47,-0.15,-0.50,-1.08,-3.29,#N/A,100.00,52.67,0.36,1.00,100.00
AFG CO Grade Scaled,2.47,0.0503,1.6021,0.0623,0.9430,0.66,-0.29,-0.38,-1.56,#N/A,#N/A,#N/A,#N/A,#N/A,0.74,88.73,52.28,1.06,5.00,95.00
AFG Investment Grade,2.26,0.0475,1.5143,0.0628,0.9077,0.66,-0.29,-0.52,-1.39,#N/A,#N/A,#N/A,#N/A,#N/A,0.74,88.73,52.19,1.05,5.00,95.00
Earnings Quality Decile,2.54,0.0319,0.8234,0.0879,0.7632,1.31,0.09,0.15,0.24,0.86,0.26,-0.32,0.71,-2.09,-0.47,55.30,5.25,0.11,1.00,10.00
% Tgt +3 SectRank,2.32,0.0472,1.5250,0.0867,0.7012,0.50,0.24,0.29,0.13,0.02,0.37,-0.62,-1.71,-1.68,0.80,90.19,47.38,0.70,1.00,100.00
Price to 52 Week High,2.13,0.0328,1.1264,0.1189,0.2944,0.59,-0.23,0.82,0.17,0.04,0.53,-0.52,-0.53,-2.19,#N/A,100.00,0.82,0.03,0.07,1.00
Economic Margin Momentum,1.13,0.0273,0.8735,0.0422,-0.1234,0.44,-0.14,-0.28,-1.27,#N/A,#N/A,#N/A,#N/A,#N/A,0.88,90.05,3.08,0.05,1.00,5.00
 Sector    Name,-1.69,#N/A,#N/A,#N/A,-1.3912,0.33,4.29,-1.13,-0.78,0.69,-0.34,1.44,1.74,-0.04,#N/A,100.00,#N/A,#N/A,#N/A,#N/A
EBITDA/EV,-4.95,-0.0776,-2.2574,0.0984,-2.1469,-1.81,-0.58,0.08,0.12,0.86,0.39,1.20,1.78,2.69,-1.03,71.59,50.44,0.00,1.00,100.00
POE Screen,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.07,0.00,#N/A,#N/A,#N/A,#N/A
RONA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.07,0.00,#N/A,#N/A,#N/A,#N/A
